,artikelnr:,text:,jci1.0:,jci1.3:,versie:
153,/Hoofdstuk/ArtikelVIII,,1.0:c:BWBR0001840&artikel=VIII&g=2018-12-21,jci1.3:c:BWBR0001840&artikel=VIII&z=2018-12-21&g=2018-12-21,01-11-1995
154,/Hoofdstuk/ArtikelIX,"is niet van toepassing ten aanzien van feiten, strafbaar gesteld krachtens het .Artikel 16",1.0:c:BWBR0001840&artikel=IX&g=2018-12-21,jci1.3:c:BWBR0001840&artikel=IX&z=2018-12-21&g=2018-12-21,21-12-2018
155,/Hoofdstuk/ArtikelX,,1.0:c:BWBR0001840&artikel=X&g=2018-12-21,jci1.3:c:BWBR0001840&artikel=X&z=2018-12-21&g=2018-12-21,01-11-1995
156,/Hoofdstuk/ArtikelXI,,1.0:c:BWBR0001840&artikel=XI&g=2018-12-21,jci1.3:c:BWBR0001840&artikel=XI&z=2018-12-21&g=2018-12-21,02-11-1999
157,/Hoofdstuk/ArtikelXII,,1.0:c:BWBR0001840&artikel=XII&g=2018-12-21,jci1.3:c:BWBR0001840&artikel=XII&z=2018-12-21&g=2018-12-21,01-11-1995
158,/Hoofdstuk/ArtikelXIII,,1.0:c:BWBR0001840&artikel=XIII&g=2018-12-21,jci1.3:c:BWBR0001840&artikel=XIII&z=2018-12-21&g=2018-12-21,01-11-1995
159,/Hoofdstuk/ArtikelXIV,,1.0:c:BWBR0001840&artikel=XIV&g=2018-12-21,jci1.3:c:BWBR0001840&artikel=XIV&z=2018-12-21&g=2018-12-21,01-11-1995
160,/Hoofdstuk/ArtikelXV,,1.0:c:BWBR0001840&artikel=XV&g=2018-12-21,jci1.3:c:BWBR0001840&artikel=XV&z=2018-12-21&g=2018-12-21,01-11-1995
161,/Hoofdstuk/ArtikelXVI,,1.0:c:BWBR0001840&artikel=XVI&g=2018-12-21,jci1.3:c:BWBR0001840&artikel=XVI&z=2018-12-21&g=2018-12-21,01-11-1995
162,/Hoofdstuk/ArtikelXVII,,1.0:c:BWBR0001840&artikel=XVII&g=2018-12-21,jci1.3:c:BWBR0001840&artikel=XVII&z=2018-12-21&g=2018-12-21,25-03-1999
163,/Hoofdstuk/ArtikelXVIII,,1.0:c:BWBR0001840&artikel=XVIII&g=2018-12-21,jci1.3:c:BWBR0001840&artikel=XVIII&z=2018-12-21&g=2018-12-21,01-11-1995
164,/Hoofdstuk/ArtikelXIX, $ OnderdeelArtikel_1 :  $   $ OnderdeelArtikel_2 :  $ ,1.0:c:BWBR0001840&artikel=XIX&g=2018-12-21,jci1.3:c:BWBR0001840&artikel=XIX&z=2018-12-21&g=2018-12-21,21-12-2018
165,/Hoofdstuk/ArtikelXX,,1.0:c:BWBR0001840&artikel=XX&g=2018-12-21,jci1.3:c:BWBR0001840&artikel=XX&z=2018-12-21&g=2018-12-21,01-11-1995
166,/Hoofdstuk/ArtikelXXI,,1.0:c:BWBR0001840&artikel=XXI&g=2018-12-21,jci1.3:c:BWBR0001840&artikel=XXI&z=2018-12-21&g=2018-12-21,02-11-1999
167,/Hoofdstuk/ArtikelXXII,,1.0:c:BWBR0001840&artikel=XXII&g=2018-12-21,jci1.3:c:BWBR0001840&artikel=XXII&z=2018-12-21&g=2018-12-21,01-11-1995
168,/Hoofdstuk/ArtikelXXIII,,1.0:c:BWBR0001840&artikel=XXIII&g=2018-12-21,jci1.3:c:BWBR0001840&artikel=XXIII&z=2018-12-21&g=2018-12-21,01-11-1995
169,/Hoofdstuk/ArtikelXXIV,,1.0:c:BWBR0001840&artikel=XXIV&g=2018-12-21,jci1.3:c:BWBR0001840&artikel=XXIV&z=2018-12-21&g=2018-12-21,25-03-1999
170,/Hoofdstuk/ArtikelXXV,,1.0:c:BWBR0001840&artikel=XXV&g=2018-12-21,jci1.3:c:BWBR0001840&artikel=XXV&z=2018-12-21&g=2018-12-21,25-03-1999
171,/Hoofdstuk/ArtikelXXVI,,1.0:c:BWBR0001840&artikel=XXVI&g=2018-12-21,jci1.3:c:BWBR0001840&artikel=XXVI&z=2018-12-21&g=2018-12-21,01-11-1995
172,/Hoofdstuk/ArtikelXXVII,,1.0:c:BWBR0001840&artikel=XXVII&g=2018-12-21,jci1.3:c:BWBR0001840&artikel=XXVII&z=2018-12-21&g=2018-12-21,01-11-1995
173,/Hoofdstuk/ArtikelXXVIII,,1.0:c:BWBR0001840&artikel=XXVIII&g=2018-12-21,jci1.3:c:BWBR0001840&artikel=XXVIII&z=2018-12-21&g=2018-12-21,01-11-1995
174,/Hoofdstuk/ArtikelXXIX,,1.0:c:BWBR0001840&artikel=XXIX&g=2018-12-21,jci1.3:c:BWBR0001840&artikel=XXIX&z=2018-12-21&g=2018-12-21,01-11-1995
175,/Hoofdstuk/ArtikelXXX,,1.0:c:BWBR0001840&artikel=XXX&g=2018-12-21,jci1.3:c:BWBR0001840&artikel=XXX&z=2018-12-21&g=2018-12-21,02-11-1999
